station_id,validdate,leisure_biking:idx,snow_depth:cm,t_2m:C,precip_24h:mm,weather_symbol_1h:idx,effective_cloud_cover:octas
didok_8501661,2021-10-02T14:00:00Z,0.65,0.00,13.70,0.00,1.00,0.00
didok_8501661,2021-10-03T14:00:00Z,0.50,0.00,12.00,0.00,4.00,8.00
didok_8501661,2021-10-04T14:00:00Z,0.40,0.00,12.60,2.07,4.00,8.00
didok_8501661,2021-10-05T14:00:00Z,0.50,0.00,11.10,17.69,3.00,5.00
didok_8501661,2021-10-06T14:00:00Z,0.55,0.00,5.80,0.48,1.00,1.00
didok_8501661,2021-10-07T14:00:00Z,0.55,0.00,7.80,0.00,1.00,0.00
didok_8501661,2021-10-08T14:00:00Z,0.90,0.00,15.30,0.00,1.00,0.00
didok_8501661,2021-10-09T14:00:00Z,0.65,0.00,11.80,0.00,1.00,0.00
didok_8501661,2021-10-10T14:00:00Z,0.60,0.00,9.90,0.00,1.00,0.00
didok_8501661,2021-10-11T14:00:00Z,0.45,0.00,9.40,0.00,3.00,5.00
didok_8501661,2021-10-12T14:00:00Z,0.40,0.00,5.70,0.00,4.00,8.00
didok_8501661,2021-10-13T14:00:00Z,0.55,0.00,5.60,0.48,1.00,0.00
didok_8501661,2021-10-14T14:00:00Z,0.65,0.00,10.80,0.00,1.00,0.00
didok_8501661,2021-10-15T14:00:00Z,0.65,0.00,11.60,0.00,2.00,4.00
didok_8501661,2021-10-16T14:00:00Z,0.65,0.00,12.40,0.03,1.00,0.00
didok_8501661,2021-10-17T14:00:00Z,0.65,0.00,12.50,0.00,1.00,0.00
didok_8501661,2021-10-18T14:00:00Z,0.65,0.00,13.80,0.00,1.00,0.00
didok_8501661,2021-10-19T14:00:00Z,0.60,0.00,14.60,0.23,4.00,8.00
didok_8501661,2021-10-20T14:00:00Z,0.75,0.00,14.20,0.00,2.00,4.00
didok_8501661,2021-10-21T14:00:00Z,0.35,0.00,8.30,3.89,2.00,4.00
didok_8501661,2021-10-22T14:00:00Z,0.55,0.00,7.90,0.00,1.00,0.00
didok_8501661,2021-10-23T14:00:00Z,0.65,0.00,12.40,0.00,1.00,0.00
didok_8501661,2021-10-24T14:00:00Z,0.65,0.00,13.70,0.00,1.00,0.00
didok_8501661,2021-10-25T14:00:00Z,0.65,0.00,12.50,0.00,1.00,0.00
didok_8501661,2021-10-26T14:00:00Z,0.55,0.00,8.40,0.00,1.00,0.00
didok_8501661,2021-10-27T14:00:00Z,0.65,0.00,11.80,0.00,1.00,0.00
didok_8501661,2021-10-28T14:00:00Z,0.65,0.00,12.50,0.00,1.00,0.00
didok_8501661,2021-10-29T14:00:00Z,0.50,0.00,9.70,0.00,4.00,8.00
didok_8501661,2021-10-30T14:00:00Z,0.20,0.00,6.90,2.72,4.00,8.00
didok_8501661,2021-10-31T14:00:00Z,0.35,0.00,9.00,0.11,4.00,8.00
didok_8501661,2021-11-01T14:00:00Z,0.00,0.00,3.40,8.77,5.00,8.00
didok_8501661,2021-11-02T14:00:00Z,0.50,0.00,5.60,0.09,1.00,0.00
didok_8501661,2021-11-03T14:00:00Z,0.00,0.00,2.50,3.37,6.00,8.00
didok_8501661,2021-11-04T14:00:00Z,0.00,1.20,0.60,12.05,4.00,7.00
didok_8501661,2021-11-05T14:00:00Z,0.00,5.40,2.30,0.00,1.00,0.00
didok_8501661,2021-11-06T14:00:00Z,0.00,5.40,7.60,0.00,1.00,0.00
didok_8501661,2021-11-07T14:00:00Z,0.00,3.40,8.40,0.00,1.00,0.00
didok_8501661,2021-11-08T14:00:00Z,0.00,3.40,7.30,0.00,1.00,0.00
didok_8501661,2021-11-09T14:00:00Z,0.00,2.90,9.30,0.00,1.00,0.00
didok_8501661,2021-11-10T14:00:00Z,0.00,3.20,9.40,0.14,4.00,8.00
didok_8501661,2021-11-11T14:00:00Z,0.70,0.40,11.60,0.00,2.00,4.00
didok_8501661,2021-11-12T14:00:00Z,0.65,0.00,12.10,0.00,1.00,0.00
didok_8501661,2021-11-13T14:00:00Z,0.00,0.00,4.50,1.06,15.00,8.00
didok_8501661,2021-11-14T14:00:00Z,0.00,0.00,4.00,2.90,5.00,8.00
didok_8501661,2021-11-15T14:00:00Z,0.45,0.00,5.80,1.58,4.00,8.00
didok_8501661,2021-11-16T14:00:00Z,0.50,0.00,8.50,0.00,4.00,8.00
didok_8501661,2021-11-17T14:00:00Z,0.00,0.00,5.00,0.09,4.00,8.00
didok_8501661,2021-11-18T14:00:00Z,0.70,0.00,8.90,0.00,1.00,0.00
didok_8501661,2021-11-19T14:00:00Z,0.70,0.00,11.80,0.00,1.00,0.00
didok_8501661,2021-11-20T14:00:00Z,0.80,0.00,11.30,0.00,1.00,0.00
didok_8501661,2021-11-21T14:00:00Z,0.70,0.00,8.10,0.00,2.00,4.00
didok_8501661,2021-11-22T14:00:00Z,0.35,0.00,5.10,0.03,4.00,8.00
didok_8501661,2021-11-23T14:00:00Z,0.70,0.00,7.50,0.07,1.00,0.00
didok_8501661,2021-11-24T14:00:00Z,0.50,0.00,5.50,0.00,1.00,0.00
didok_8501661,2021-11-25T14:00:00Z,0.00,0.00,4.20,0.02,4.00,8.00
didok_8501661,2021-11-26T14:00:00Z,0.00,0.00,-0.80,0.01,4.00,8.00
didok_8501661,2021-11-27T14:00:00Z,0.00,0.00,-1.50,0.08,4.00,8.00
didok_8501661,2021-11-28T14:00:00Z,0.00,7.00,-3.00,2.30,4.00,8.00
didok_8501661,2021-11-29T14:00:00Z,0.00,13.40,-4.10,0.74,4.00,8.00
didok_8501661,2021-11-30T14:00:00Z,0.00,16.20,0.00,0.15,4.00,8.00
didok_8501661,2021-12-01T14:00:00Z,0.00,19.20,3.80,0.37,4.00,8.00
didok_8501661,2021-12-02T14:00:00Z,0.00,13.60,-0.60,0.36,4.00,8.00
didok_8501661,2021-12-03T14:00:00Z,0.00,16.20,-2.10,0.40,1.00,1.00
didok_8501661,2021-12-04T14:00:00Z,0.00,22.20,1.90,8.38,6.00,8.00
didok_8501661,2021-12-05T14:00:00Z,0.00,26.20,-1.90,3.04,4.00,8.00
didok_8501661,2021-12-06T14:00:00Z,0.00,29.00,-3.40,0.00,4.00,8.00
didok_8501661,2021-12-07T14:00:00Z,0.00,32.20,1.40,3.29,1.00,0.00
didok_8501661,2021-12-08T14:00:00Z,0.00,38.40,-1.40,6.03,4.00,8.00
didok_8501661,2021-12-09T14:00:00Z,0.00,45.20,-4.20,0.46,4.00,8.00
didok_8501661,2021-12-10T14:00:00Z,0.00,64.80,-3.30,1.42,7.00,8.00
didok_8501661,2021-12-11T14:00:00Z,0.00,70.40,-3.00,0.62,4.00,8.00
didok_8501661,2021-12-12T14:00:00Z,0.00,61.20,2.80,0.00,4.00,8.00
didok_8501661,2021-12-13T14:00:00Z,0.00,40.80,7.40,0.00,1.00,0.00
didok_8501661,2021-12-14T14:00:00Z,0.00,48.60,6.70,0.00,1.00,0.00
didok_8501661,2021-12-15T14:00:00Z,0.00,56.70,7.00,0.00,1.00,0.00
didok_8501661,2021-12-16T14:00:00Z,0.00,37.40,6.40,0.00,1.00,0.00
didok_8501661,2021-12-17T14:00:00Z,0.00,36.80,6.70,0.00,1.00,0.00
didok_8501661,2021-12-18T14:00:00Z,0.00,34.80,10.10,0.00,1.00,0.00
didok_8501661,2021-12-19T14:00:00Z,0.00,33.60,6.50,0.00,1.00,0.00
didok_8501661,2021-12-20T14:00:00Z,0.00,33.60,5.30,0.00,1.00,0.00
didok_8501661,2021-12-21T14:00:00Z,0.00,31.80,3.70,0.00,1.00,0.00
didok_8501661,2021-12-22T14:00:00Z,0.00,33.80,2.80,0.00,1.00,0.00
didok_8501661,2021-12-23T14:00:00Z,0.00,33.80,3.70,0.00,4.00,7.00
didok_8501661,2021-12-24T14:00:00Z,0.00,33.10,4.10,0.11,4.00,7.00
didok_8501661,2021-12-25T14:00:00Z,0.00,32.80,3.80,0.09,4.00,8.00
didok_8501661,2021-12-26T14:00:00Z,0.00,32.80,3.60,0.05,4.00,8.00
didok_8501661,2021-12-27T14:00:00Z,0.00,32.40,3.40,0.04,4.00,8.00
didok_8501661,2021-12-28T14:00:00Z,0.00,33.80,2.30,7.49,6.00,8.00
didok_8501661,2021-12-29T14:00:00Z,0.00,38.10,1.80,19.64,5.00,8.00
didok_8501661,2021-12-30T14:00:00Z,0.00,35.00,9.20,7.54,2.00,4.00
didok_8501661,2021-12-31T14:00:00Z,0.00,35.60,10.40,0.00,1.00,0.00
didok_8504200,2021-01-01T14:00:00Z,0.00,0.00,3.00,5.00,4.00,8.00
didok_8504200,2021-01-02T14:00:00Z,0.00,0.00,2.70,0.00,4.00,8.00
didok_8504200,2021-01-03T14:00:00Z,0.00,0.00,1.90,0.22,7.00,8.00
didok_8504200,2021-01-04T14:00:00Z,0.00,0.00,1.50,0.44,4.00,8.00
didok_8504200,2021-01-05T14:00:00Z,0.00,0.00,1.40,0.00,3.00,5.00
didok_8504200,2021-01-06T14:00:00Z,0.00,0.00,2.10,0.00,1.00,1.00
didok_8504200,2021-01-07T14:00:00Z,0.00,0.00,2.20,0.00,1.00,1.00
didok_8504200,2021-01-08T14:00:00Z,0.00,0.00,1.60,0.19,1.00,0.00
didok_8504200,2021-01-09T14:00:00Z,0.00,0.00,0.60,0.00,3.00,6.00
didok_8504200,2021-01-10T14:00:00Z,0.00,0.00,0.80,0.00,1.00,0.00
didok_8504200,2021-01-11T14:00:00Z,0.00,0.00,-0.20,0.00,1.00,0.00
didok_8504200,2021-01-12T14:00:00Z,0.00,0.00,1.50,3.50,5.00,8.00
didok_8504200,2021-01-13T14:00:00Z,0.00,0.00,2.30,9.64,5.00,8.00
didok_8504200,2021-01-14T14:00:00Z,0.00,0.00,2.20,7.50,5.00,8.00
didok_8504200,2021-01-15T14:00:00Z,0.00,0.00,0.70,6.51,7.00,8.00
didok_8504200,2021-01-16T14:00:00Z,0.00,1.00,-0.50,0.00,4.00,8.00
didok_8504200,2021-01-17T14:00:00Z,0.00,3.00,1.50,7.19,6.00,8.00
didok_8504200,2021-01-18T14:00:00Z,0.00,0.00,3.00,0.09,2.00,3.00
didok_8504200,2021-01-19T14:00:00Z,0.00,0.00,2.80,0.00,2.00,4.00
didok_8504200,2021-01-20T14:00:00Z,0.50,0.00,5.00,0.00,3.00,6.00
didok_8504200,2021-01-21T14:00:00Z,0.25,0.00,7.50,2.32,4.00,8.00
didok_8504200,2021-01-22T14:00:00Z,0.00,0.00,6.20,9.87,5.00,8.00
didok_8504200,2021-01-23T14:00:00Z,0.00,0.00,2.50,9.07,6.00,8.00
didok_8504200,2021-01-24T14:00:00Z,0.00,0.00,4.10,4.88,1.00,0.00
didok_8504200,2021-01-25T14:00:00Z,0.00,0.10,1.20,6.46,7.00,8.00
didok_8504200,2021-01-26T14:00:00Z,0.00,0.00,1.60,1.04,4.00,8.00
didok_8504200,2021-01-27T14:00:00Z,0.00,0.00,1.30,2.59,5.00,8.00
didok_8504200,2021-01-28T14:00:00Z,0.05,0.00,9.40,36.26,15.00,8.00
didok_8504200,2021-01-29T14:00:00Z,0.00,0.00,8.20,14.47,8.00,0.00
didok_8504200,2021-01-30T14:00:00Z,0.00,0.00,5.90,11.07,5.00,8.00
didok_8504200,2021-01-31T14:00:00Z,0.70,0.00,7.60,3.41,1.00,1.00
didok_8504200,2021-02-01T14:00:00Z,0.00,0.00,7.20,11.87,5.00,8.00
didok_8504200,2021-02-02T14:00:00Z,0.00,0.00,9.40,7.81,5.00,8.00
didok_8504200,2021-02-03T14:00:00Z,0.00,0.00,8.50,12.46,5.00,8.00
didok_8504200,2021-02-04T14:00:00Z,0.40,0.00,6.90,4.37,4.00,8.00
didok_8504200,2021-02-05T14:00:00Z,0.00,0.00,6.80,1.29,5.00,8.00
didok_8504200,2021-02-06T14:00:00Z,0.20,0.00,7.60,0.32,4.00,8.00
didok_8504200,2021-02-07T14:00:00Z,0.00,0.00,6.10,8.86,5.00,8.00
didok_8504200,2021-02-08T14:00:00Z,0.05,0.00,6.40,1.37,4.00,8.00
didok_8504200,2021-02-09T14:00:00Z,0.00,0.00,4.00,2.68,4.00,8.00
didok_8504200,2021-02-10T14:00:00Z,0.10,0.00,6.30,4.41,4.00,8.00
didok_8504200,2021-02-11T14:00:00Z,0.00,0.00,-2.10,0.12,1.00,0.00
didok_8504200,2021-02-12T14:00:00Z,0.00,0.00,-2.30,0.00,4.00,8.00
didok_8504200,2021-02-13T14:00:00Z,0.00,0.00,-2.40,0.43,1.00,0.00
didok_8504200,2021-02-14T14:00:00Z,0.00,0.00,0.40,0.00,2.00,4.00
didok_8504200,2021-02-15T14:00:00Z,0.00,0.00,3.30,0.05,4.00,8.00
didok_8504200,2021-02-16T14:00:00Z,0.70,0.00,9.70,0.53,2.00,4.00
didok_8504200,2021-02-17T14:00:00Z,0.80,0.00,10.90,0.52,1.00,0.00
didok_8504200,2021-02-18T14:00:00Z,0.70,0.00,9.00,0.00,2.00,4.00
didok_8504200,2021-02-19T14:00:00Z,0.80,0.00,11.10,0.14,2.00,3.00
didok_8504200,2021-02-20T14:00:00Z,0.70,0.00,9.10,0.00,1.00,0.00
didok_8504200,2021-02-21T14:00:00Z,0.80,0.00,10.60,0.00,1.00,0.00
didok_8504200,2021-02-22T14:00:00Z,0.70,0.00,9.70,0.00,2.00,4.00
didok_8504200,2021-02-23T14:00:00Z,0.80,0.00,11.50,0.00,1.00,0.00
didok_8504200,2021-02-24T14:00:00Z,0.80,0.00,11.30,0.00,1.00,0.00
didok_8504200,2021-02-25T14:00:00Z,0.80,0.00,11.70,0.00,1.00,0.00
didok_8504200,2021-02-26T14:00:00Z,0.50,0.00,9.70,0.00,4.00,8.00
didok_8504200,2021-02-27T14:00:00Z,0.50,0.00,7.20,0.67,1.00,0.00
didok_8504200,2021-02-28T14:00:00Z,0.70,0.00,6.70,0.00,1.00,0.00
didok_8504200,2021-03-01T14:00:00Z,0.70,0.00,7.60,0.00,1.00,0.00
didok_8504200,2021-03-02T14:00:00Z,0.70,0.00,9.40,0.00,2.00,4.00
didok_8504200,2021-03-03T14:00:00Z,0.80,0.00,12.10,0.00,1.00,0.00
didok_8504200,2021-03-04T14:00:00Z,0.60,0.00,11.00,0.00,4.00,8.00
didok_8504200,2021-03-05T14:00:00Z,0.45,0.00,7.80,1.29,3.00,5.00
didok_8504200,2021-03-06T14:00:00Z,0.55,0.00,6.60,0.00,1.00,0.00
didok_8504200,2021-03-07T14:00:00Z,0.00,0.00,7.40,0.82,5.00,8.00
didok_8504200,2021-03-08T14:00:00Z,0.55,0.00,8.60,1.29,1.00,0.00
didok_8504200,2021-03-09T14:00:00Z,0.50,0.00,7.60,0.00,4.00,8.00
didok_8504200,2021-03-10T14:00:00Z,0.70,0.00,8.90,0.00,1.00,0.00
didok_8504200,2021-03-11T14:00:00Z,0.00,0.00,11.90,1.57,5.00,8.00
didok_8504200,2021-03-12T14:00:00Z,0.65,0.00,10.30,12.40,1.00,0.00
didok_8504200,2021-03-13T14:00:00Z,0.00,0.00,8.60,1.08,5.00,8.00
didok_8504200,2021-03-14T14:00:00Z,0.00,0.00,6.10,11.12,8.00,4.00
didok_8504200,2021-03-15T14:00:00Z,0.00,0.00,5.10,13.83,5.00,8.00
didok_8504200,2021-03-16T14:00:00Z,0.50,0.00,6.50,3.50,4.00,8.00
didok_8504200,2021-03-17T14:00:00Z,0.40,0.00,6.40,4.83,3.00,6.00
didok_8504200,2021-03-18T14:00:00Z,0.00,0.00,5.00,2.98,1.00,0.00
didok_8504200,2021-03-19T14:00:00Z,0.30,0.00,5.50,0.01,1.00,0.00
didok_8504200,2021-03-20T14:00:00Z,0.00,0.00,3.50,0.10,1.00,0.00
didok_8504200,2021-03-21T14:00:00Z,0.35,0.00,6.40,0.00,3.00,6.00
didok_8504200,2021-03-22T14:00:00Z,0.55,0.00,6.50,0.00,1.00,0.00
didok_8504200,2021-03-23T14:00:00Z,0.55,0.00,9.00,0.00,1.00,0.00
didok_8504200,2021-03-24T14:00:00Z,0.80,0.00,11.60,0.00,1.00,0.00
didok_8504200,2021-03-25T14:00:00Z,0.45,0.00,12.10,0.00,4.00,7.00
didok_8504200,2021-03-26T14:00:00Z,0.75,0.00,14.20,0.00,1.00,0.00
didok_8504200,2021-03-27T14:00:00Z,0.55,0.00,9.90,10.43,1.00,0.00
didok_8504200,2021-03-28T14:00:00Z,0.80,0.00,12.70,0.00,1.00,0.00
didok_8504200,2021-03-29T14:00:00Z,0.90,0.00,15.00,0.00,1.00,2.00
didok_8504200,2021-03-30T14:00:00Z,1.00,0.00,18.70,0.00,1.00,2.00
didok_8504200,2021-03-31T14:00:00Z,0.90,0.00,19.40,0.00,1.00,0.00
didok_8504200,2021-04-01T14:00:00Z,1.00,0.00,18.60,0.00,1.00,0.00
didok_8504200,2021-04-02T14:00:00Z,0.70,0.00,16.10,0.00,4.00,8.00
didok_8504200,2021-04-03T14:00:00Z,0.50,0.00,9.00,0.00,1.00,0.00
didok_8504200,2021-04-04T14:00:00Z,0.65,0.00,11.60,0.00,1.00,0.00
didok_8504200,2021-04-05T14:00:00Z,0.45,0.00,13.60,0.00,4.00,8.00
didok_8504200,2021-04-06T14:00:00Z,0.50,0.00,5.50,3.62,1.00,0.00
didok_8504200,2021-04-07T14:00:00Z,0.45,0.00,5.20,1.37,4.00,8.00
didok_8504200,2021-04-08T14:00:00Z,0.70,0.00,8.60,0.00,1.00,0.00
didok_8504200,2021-04-09T14:00:00Z,0.55,0.00,15.40,0.00,4.00,8.00
didok_8504200,2021-04-10T14:00:00Z,0.55,0.00,14.30,3.51,4.00,7.00
didok_8504200,2021-04-11T14:00:00Z,0.20,0.00,13.30,0.09,15.00,8.00
didok_8504200,2021-04-12T14:00:00Z,0.25,0.00,8.40,13.10,3.00,5.00
didok_8504200,2021-04-13T14:00:00Z,0.30,0.00,8.10,0.04,1.00,0.00
didok_8504200,2021-04-14T14:00:00Z,0.55,0.00,8.40,0.00,1.00,0.00
didok_8504200,2021-04-15T14:00:00Z,0.30,0.00,8.00,0.00,4.00,8.00
didok_8504200,2021-04-16T14:00:00Z,0.50,0.00,8.60,0.00,1.00,0.00
didok_8504200,2021-04-17T14:00:00Z,0.55,0.00,9.20,0.00,1.00,1.00
didok_8504200,2021-04-18T14:00:00Z,0.60,0.00,10.30,0.21,1.00,0.00
didok_8504200,2021-04-19T14:00:00Z,0.80,0.00,12.30,0.03,1.00,0.00
didok_8504200,2021-04-20T14:00:00Z,0.80,0.00,13.80,0.42,1.00,0.00
didok_8504200,2021-04-21T14:00:00Z,0.00,0.00,15.00,0.44,8.00,8.00
didok_8504200,2021-04-22T14:00:00Z,0.75,0.00,15.40,2.00,1.00,0.00
didok_8504200,2021-04-23T14:00:00Z,0.75,0.00,15.90,0.00,1.00,0.00
didok_8504200,2021-04-24T14:00:00Z,0.80,0.00,17.30,0.00,1.00,1.00
didok_8504200,2021-04-25T14:00:00Z,0.95,0.00,18.20,0.00,2.00,4.00
didok_8504200,2021-04-26T14:00:00Z,0.75,0.00,16.00,4.17,1.00,0.00
didok_8504200,2021-04-27T14:00:00Z,0.90,0.00,16.30,0.00,1.00,1.00
didok_8504200,2021-04-28T14:00:00Z,0.00,0.00,16.20,1.34,5.00,8.00
didok_8504200,2021-04-29T14:00:00Z,0.50,0.00,13.70,9.17,4.00,8.00
didok_8504200,2021-04-30T14:00:00Z,0.00,0.00,9.60,28.75,5.00,8.00
didok_8504200,2021-05-01T14:00:00Z,0.00,0.00,10.40,26.19,5.00,8.00
didok_8504200,2021-05-02T14:00:00Z,0.20,0.00,9.80,8.37,15.00,8.00
didok_8504200,2021-05-03T14:00:00Z,0.80,0.00,13.80,1.12,1.00,0.00
didok_8504200,2021-05-04T14:00:00Z,0.50,0.00,16.60,0.00,4.00,8.00
didok_8504200,2021-05-05T14:00:00Z,0.45,0.00,12.00,10.31,4.00,8.00
didok_8504200,2021-05-06T14:00:00Z,0.00,0.00,11.10,16.85,5.00,8.00
didok_8504200,2021-05-07T14:00:00Z,0.50,0.00,11.70,18.72,3.00,6.00
didok_8504200,2021-05-08T14:00:00Z,0.80,0.00,16.80,0.00,3.00,4.00
didok_8504200,2021-05-09T14:00:00Z,0.90,0.00,23.00,0.00,3.00,4.00
didok_8504200,2021-05-10T14:00:00Z,0.00,0.00,14.00,22.52,5.00,8.00
didok_8504200,2021-05-11T14:00:00Z,0.00,0.00,14.40,30.52,5.00,8.00
didok_8504200,2021-05-12T14:00:00Z,0.70,0.00,14.00,10.21,2.00,2.00
didok_8504200,2021-05-13T14:00:00Z,0.35,0.00,13.80,1.91,4.00,8.00
didok_8504200,2021-05-14T14:00:00Z,0.30,0.00,14.10,1.44,5.00,8.00
didok_8504200,2021-05-15T14:00:00Z,0.00,0.00,10.70,3.00,5.00,8.00
didok_8504200,2021-05-16T14:00:00Z,0.00,0.00,10.60,26.86,5.00,8.00
didok_8504200,2021-05-17T14:00:00Z,0.15,0.00,13.00,7.47,4.00,7.00
didok_8504200,2021-05-18T14:00:00Z,0.70,0.00,14.30,10.26,4.00,8.00
didok_8504200,2021-05-19T14:00:00Z,0.00,0.00,10.50,4.83,14.00,8.00
didok_8504200,2021-05-20T14:00:00Z,0.90,0.00,14.70,4.80,3.00,4.00
didok_8504200,2021-05-21T14:00:00Z,0.00,0.00,12.40,16.18,5.00,8.00
didok_8504200,2021-05-22T14:00:00Z,0.70,0.00,15.20,20.41,3.00,5.00
didok_8504200,2021-05-23T14:00:00Z,0.85,0.00,14.60,7.16,1.00,0.00
didok_8504200,2021-05-24T14:00:00Z,0.30,0.00,16.30,0.17,5.00,8.00
didok_8504200,2021-05-25T14:00:00Z,0.60,0.00,14.30,8.98,2.00,3.00
didok_8504200,2021-05-26T14:00:00Z,0.55,0.00,15.40,0.00,4.00,8.00
didok_8504200,2021-05-27T14:00:00Z,0.55,0.00,13.40,0.01,2.00,2.00
didok_8504200,2021-05-28T14:00:00Z,0.90,0.00,18.50,0.00,1.00,0.00
didok_8504200,2021-05-29T14:00:00Z,0.75,0.00,18.00,0.00,1.00,0.00
didok_8504200,2021-05-30T14:00:00Z,0.75,0.00,17.70,0.00,1.00,0.00
didok_8504200,2021-05-31T14:00:00Z,0.90,0.00,19.00,0.00,2.00,4.00
didok_8504200,2021-06-01T14:00:00Z,1.00,0.00,21.50,0.00,1.00,0.00
didok_8504200,2021-06-02T14:00:00Z,0.50,0.00,19.40,2.93,5.00,8.00
didok_8504200,2021-06-03T14:00:00Z,1.00,0.00,21.90,0.20,3.00,4.00
didok_8504200,2021-06-04T14:00:00Z,1.00,0.00,21.80,2.54,1.00,0.00
didok_8504200,2021-06-05T14:00:00Z,0.00,0.00,19.20,26.42,5.00,8.00
didok_8504200,2021-06-06T14:00:00Z,0.70,0.00,18.50,2.36,4.00,8.00
didok_8504200,2021-06-07T14:00:00Z,0.65,0.00,18.80,0.00,3.00,6.00
didok_8504200,2021-06-08T14:00:00Z,0.90,0.00,20.30,1.24,1.00,0.00
didok_8504200,2021-06-09T14:00:00Z,0.00,0.00,20.80,2.05,8.00,6.00
didok_8504200,2021-06-10T14:00:00Z,0.90,0.00,23.00,5.43,1.00,0.00
didok_8504200,2021-06-11T14:00:00Z,0.90,0.00,23.40,0.10,1.00,0.00
didok_8504200,2021-06-12T14:00:00Z,0.80,0.00,24.20,0.00,4.00,8.00
didok_8504200,2021-06-13T14:00:00Z,0.85,0.00,22.40,0.00,1.00,0.00
didok_8504200,2021-06-14T14:00:00Z,1.00,0.00,23.90,0.00,1.00,0.00
didok_8504200,2021-06-15T14:00:00Z,0.90,0.00,26.10,0.00,1.00,0.00
didok_8504200,2021-06-16T14:00:00Z,0.90,0.00,26.30,0.00,1.00,0.00
didok_8504200,2021-06-17T14:00:00Z,0.90,0.00,26.80,0.00,1.00,0.00
didok_8504200,2021-06-18T14:00:00Z,0.60,0.00,27.80,23.32,4.00,7.00
didok_8504200,2021-06-19T14:00:00Z,0.80,0.00,28.00,0.49,2.00,4.00
didok_8504200,2021-06-20T14:00:00Z,0.00,0.00,27.30,3.04,14.00,5.00
didok_8504200,2021-06-21T14:00:00Z,1.00,0.00,22.90,22.69,1.00,0.00
didok_8504200,2021-06-22T14:00:00Z,0.90,0.00,21.20,54.01,3.00,5.00
didok_8504200,2021-06-23T14:00:00Z,1.00,0.00,21.30,34.82,3.00,5.00
didok_8504200,2021-06-24T14:00:00Z,0.55,0.00,20.60,27.13,4.00,8.00
didok_8504200,2021-06-25T14:00:00Z,1.00,0.00,19.30,8.41,1.00,1.00
didok_8504200,2021-06-26T14:00:00Z,1.00,0.00,21.30,0.00,1.00,0.00
didok_8504200,2021-06-27T14:00:00Z,1.00,0.00,23.40,0.00,1.00,0.00
didok_8504200,2021-06-28T14:00:00Z,0.00,0.00,23.90,14.90,14.00,8.00
didok_8504200,2021-06-29T14:00:00Z,0.00,0.00,20.60,44.33,8.00,7.00
didok_8504200,2021-06-30T14:00:00Z,0.25,0.00,16.70,10.26,15.00,8.00
didok_8504200,2021-07-01T14:00:00Z,0.80,0.00,21.00,2.05,3.00,5.00
didok_8504200,2021-07-02T14:00:00Z,1.00,0.00,22.50,0.00,2.00,3.00
didok_8504200,2021-07-03T14:00:00Z,0.00,0.00,22.10,7.51,5.00,8.00
didok_8504200,2021-07-04T14:00:00Z,0.00,0.00,18.70,4.08,5.00,8.00
didok_8504200,2021-07-05T14:00:00Z,0.70,0.00,24.10,0.49,3.00,5.00
didok_8504200,2021-07-06T14:00:00Z,0.30,0.00,15.80,23.32,4.00,8.00
didok_8504200,2021-07-07T14:00:00Z,0.75,0.00,20.20,27.50,1.00,2.00
didok_8504200,2021-07-08T14:00:00Z,0.00,0.00,17.20,17.21,5.00,8.00
didok_8504200,2021-07-09T14:00:00Z,1.00,0.00,20.80,3.95,1.00,1.00
didok_8504200,2021-07-10T14:00:00Z,1.00,0.00,22.00,0.00,1.00,0.00
didok_8504200,2021-07-11T14:00:00Z,1.00,0.00,21.30,19.78,1.00,0.00
didok_8504200,2021-07-12T14:00:00Z,0.80,0.00,23.00,0.00,3.00,5.00
didok_8504200,2021-07-13T14:00:00Z,0.40,0.00,16.80,40.32,15.00,8.00
didok_8504200,2021-07-14T14:00:00Z,0.25,0.00,16.50,10.75,4.00,8.00
didok_8504200,2021-07-15T14:00:00Z,0.00,0.00,15.60,17.87,5.00,8.00
didok_8504200,2021-07-16T14:00:00Z,0.00,0.00,19.60,10.71,5.00,8.00
didok_8504200,2021-07-17T14:00:00Z,0.85,0.00,21.60,1.28,1.00,0.00
didok_8504200,2021-07-18T14:00:00Z,0.85,0.00,22.40,0.04,1.00,0.00
didok_8504200,2021-07-19T14:00:00Z,0.85,0.00,24.00,0.00,1.00,0.00
didok_8504200,2021-07-20T14:00:00Z,0.85,0.00,24.30,0.00,1.00,0.00
didok_8504200,2021-07-21T14:00:00Z,1.00,0.00,23.90,0.00,2.00,4.00
didok_8504200,2021-07-22T14:00:00Z,1.00,0.00,23.90,0.00,1.00,0.00
didok_8504200,2021-07-23T14:00:00Z,1.00,0.00,24.60,0.00,1.00,0.00
didok_8504200,2021-07-24T14:00:00Z,0.80,0.00,24.60,10.05,1.00,0.00
didok_8504200,2021-07-25T14:00:00Z,0.85,0.00,18.60,19.90,3.00,5.00
didok_8504200,2021-07-26T14:00:00Z,0.00,0.00,22.90,9.75,8.00,7.00
didok_8504200,2021-07-27T14:00:00Z,0.80,0.00,21.70,3.08,3.00,6.00
didok_8504200,2021-07-28T14:00:00Z,0.70,0.00,20.00,28.42,4.00,7.00
didok_8504200,2021-07-29T14:00:00Z,1.00,0.00,22.50,0.00,1.00,0.00
didok_8504200,2021-07-30T14:00:00Z,0.70,0.00,22.70,10.34,3.00,4.00
